x_mm,solid_volume_mm3,full_annulus_volume_mm3,material_fraction
742,4762.949320082021,13823.00767579509,0.3445667854487435
778,6276.791560996753,13823.00767579509,0.4540829107682396
838,7364.486527630937,13823.00767579509,0.5327701973664235
